time,buy_price,consumption_price,sell_price,reward_price,peak_categories,peak_tariff,peak_weight,energy_weight,time_res
736,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
737,0.129492,0.02,0.11785,0.12,H,2.5,1,30.41666667,0.25
738,0.129492,0.02,0.11785,0.12,H,2.5,1,30.41666667,0.25
739,0.129492,0.02,0.11785,0.12,H,2.5,1,30.41666667,0.25
740,0.129492,0.02,0.11785,0.12,H,2.5,1,30.41666667,0.25
741,0.129492,0.02,0.12157,0.12,H,2.5,1,30.41666667,0.25
742,0.129492,0.02,0.12157,0.12,H,2.5,1,30.41666667,0.25
743,0.129492,0.02,0.12157,0.12,H,2.5,1,30.41666667,0.25
744,0.129492,0.02,0.12157,0.12,H,2.5,1,30.41666667,0.25
745,0.129492,0.02,0.13912,0.12,H,2.5,1,30.41666667,0.25
746,0.129492,0.02,0.13912,0.12,H,2.5,1,30.41666667,0.25
747,0.129492,0.02,0.13912,0.12,H,2.5,1,30.41666667,0.25
748,0.129492,0.02,0.13912,0.12,H,2.5,1,30.41666667,0.25
749,0.129492,0.02,0.17244,0.08756,H,2.5,1,30.41666667,0.25
750,0.129492,0.02,0.17244,0.08756,H,2.5,1,30.41666667,0.25
751,0.129492,0.02,0.17244,0.08756,H,2.5,1,30.41666667,0.25
752,0.129492,0.02,0.17244,0.08756,H,2.5,1,30.41666667,0.25
753,0.129492,0.02,0.23867,0.08,H,2.5,1,30.41666667,0.25
754,0.129492,0.02,0.23867,0.08,H,2.5,1,30.41666667,0.25
755,0.129492,0.02,0.23867,0.08,H,2.5,1,30.41666667,0.25
756,0.129492,0.02,0.23867,0.08,H,2.5,1,30.41666667,0.25
757,0.129492,0.02,0.1913,0.08,H,2.5,1,30.41666667,0.25
758,0.129492,0.02,0.1913,0.08,H,2.5,1,30.41666667,0.25
759,0.129492,0.02,0.1913,0.08,H,2.5,1,30.41666667,0.25
760,0.129492,0.02,0.1913,0.08,H,2.5,1,30.41666667,0.25
761,0.129492,0.02,0.1474,0.1126,H,2.5,1,30.41666667,0.25
762,0.129492,0.02,0.1474,0.1126,H,2.5,1,30.41666667,0.25
763,0.129492,0.02,0.1474,0.1126,H,2.5,1,30.41666667,0.25
764,0.129492,0.02,0.1474,0.1126,H,2.5,1,30.41666667,0.25
765,0.129492,0.02,0.13065,0.12,H,2.5,1,30.41666667,0.25
766,0.129492,0.02,0.13065,0.12,H,2.5,1,30.41666667,0.25
767,0.129492,0.02,0.13065,0.12,H,2.5,1,30.41666667,0.25
768,0.129492,0.02,0.13065,0.12,H,2.5,1,30.41666667,0.25
769,0.118183,0.02,0.1199,0.12,I,2.5,1,30.41666667,0.25
770,0.118183,0.02,0.1199,0.12,I,2.5,1,30.41666667,0.25
771,0.118183,0.02,0.1199,0.12,I,2.5,1,30.41666667,0.25
772,0.118183,0.02,0.1199,0.12,I,2.5,1,30.41666667,0.25
773,0.118183,0.02,0.106,0.12,I,2.5,1,30.41666667,0.25
774,0.118183,0.02,0.106,0.12,I,2.5,1,30.41666667,0.25
775,0.118183,0.02,0.106,0.12,I,2.5,1,30.41666667,0.25
776,0.118183,0.02,0.106,0.12,I,2.5,1,30.41666667,0.25
777,0.118183,0.02,0.09399,0.12,I,2.5,1,30.41666667,0.25
778,0.118183,0.02,0.09399,0.12,I,2.5,1,30.41666667,0.25
779,0.118183,0.02,0.09399,0.12,I,2.5,1,30.41666667,0.25
780,0.118183,0.02,0.09399,0.12,I,2.5,1,30.41666667,0.25
781,0.118183,0.02,0.09398,0.12,I,2.5,1,30.41666667,0.25
782,0.118183,0.02,0.09398,0.12,I,2.5,1,30.41666667,0.25
783,0.118183,0.02,0.09398,0.12,I,2.5,1,30.41666667,0.25
784,0.118183,0.02,0.09398,0.12,I,2.5,1,30.41666667,0.25
785,0.118183,0.02,0.09287,0.12,I,2.5,1,30.41666667,0.25
786,0.118183,0.02,0.09287,0.12,I,2.5,1,30.41666667,0.25
787,0.118183,0.02,0.09287,0.12,I,2.5,1,30.41666667,0.25
788,0.118183,0.02,0.09287,0.12,I,2.5,1,30.41666667,0.25
789,0.118183,0.02,0.09395,0.12,I,2.5,1,30.41666667,0.25
790,0.118183,0.02,0.09395,0.12,I,2.5,1,30.41666667,0.25
791,0.118183,0.02,0.09395,0.12,I,2.5,1,30.41666667,0.25
792,0.118183,0.02,0.09395,0.12,I,2.5,1,30.41666667,0.25
793,0.118183,0.02,0.09576,0.12,I,2.5,1,30.41666667,0.25
794,0.118183,0.02,0.09576,0.12,I,2.5,1,30.41666667,0.25
795,0.118183,0.02,0.09576,0.12,I,2.5,1,30.41666667,0.25
796,0.118183,0.02,0.09576,0.12,I,2.5,1,30.41666667,0.25
797,0.118183,0.02,0.09577,0.12,I,2.5,1,30.41666667,0.25
798,0.118183,0.02,0.09577,0.12,I,2.5,1,30.41666667,0.25
799,0.118183,0.02,0.09577,0.12,I,2.5,1,30.41666667,0.25
800,0.118183,0.02,0.09577,0.12,I,2.5,1,30.41666667,0.25
801,0.118183,0.02,0.09444,0.12,I,2.5,1,30.41666667,0.25
802,0.118183,0.02,0.09444,0.12,I,2.5,1,30.41666667,0.25
803,0.118183,0.02,0.09444,0.12,I,2.5,1,30.41666667,0.25
804,0.118183,0.02,0.09444,0.12,I,2.5,1,30.41666667,0.25
805,0.118183,0.02,0.09453,0.12,I,2.5,1,30.41666667,0.25
806,0.118183,0.02,0.09453,0.12,I,2.5,1,30.41666667,0.25
807,0.118183,0.02,0.09453,0.12,I,2.5,1,30.41666667,0.25
808,0.118183,0.02,0.09453,0.12,I,2.5,1,30.41666667,0.25
809,0.118183,0.02,0.09,0.12,I,2.5,1,30.41666667,0.25
810,0.118183,0.02,0.09,0.12,I,2.5,1,30.41666667,0.25
811,0.118183,0.02,0.09,0.12,I,2.5,1,30.41666667,0.25
812,0.118183,0.02,0.09,0.12,I,2.5,1,30.41666667,0.25
813,0.118183,0.02,0.0713,0.12,I,2.5,1,30.41666667,0.25
814,0.118183,0.02,0.0713,0.12,I,2.5,1,30.41666667,0.25
815,0.118183,0.02,0.0713,0.12,I,2.5,1,30.41666667,0.25
816,0.118183,0.02,0.0713,0.12,I,2.5,1,30.41666667,0.25
817,0.118183,0.02,0.05918,0.12,I,2.5,1,30.41666667,0.25
818,0.118183,0.02,0.05918,0.12,I,2.5,1,30.41666667,0.25
819,0.118183,0.02,0.05918,0.12,I,2.5,1,30.41666667,0.25
820,0.118183,0.02,0.05918,0.12,I,2.5,1,30.41666667,0.25
821,0.118183,0.02,0.033,0.12,I,2.5,1,30.41666667,0.25
822,0.118183,0.02,0.033,0.12,I,2.5,1,30.41666667,0.25
823,0.118183,0.02,0.033,0.12,I,2.5,1,30.41666667,0.25
824,0.118183,0.02,0.033,0.12,I,2.5,1,30.41666667,0.25
825,0.118183,0.02,0.02393,0.12,I,2.5,1,30.41666667,0.25
826,0.118183,0.02,0.02393,0.12,I,2.5,1,30.41666667,0.25
827,0.118183,0.02,0.02393,0.12,I,2.5,1,30.41666667,0.25
828,0.118183,0.02,0.02393,0.12,I,2.5,1,30.41666667,0.25
829,0.118183,0.02,0.049,0.12,I,2.5,1,30.41666667,0.25
830,0.118183,0.02,0.049,0.12,I,2.5,1,30.41666667,0.25
831,0.118183,0.02,0.049,0.12,I,2.5,1,30.41666667,0.25
832,0.118183,0.02,0.049,0.12,I,2.5,1,30.41666667,0.25
833,0.118183,0.02,0.07701,0.12,I,2.5,1,30.41666667,0.25
834,0.118183,0.02,0.07701,0.12,I,2.5,1,30.41666667,0.25
835,0.118183,0.02,0.07701,0.12,I,2.5,1,30.41666667,0.25
836,0.118183,0.02,0.07701,0.12,I,2.5,1,30.41666667,0.25
837,0.118183,0.02,0.099,0.12,I,2.5,1,30.41666667,0.25
838,0.118183,0.02,0.099,0.12,I,2.5,1,30.41666667,0.25
839,0.118183,0.02,0.099,0.12,I,2.5,1,30.41666667,0.25
840,0.118183,0.02,0.099,0.12,I,2.5,1,30.41666667,0.25
841,0.118183,0.02,0.10724,0.12,I,2.5,1,30.41666667,0.25
842,0.118183,0.02,0.10724,0.12,I,2.5,1,30.41666667,0.25
843,0.118183,0.02,0.10724,0.12,I,2.5,1,30.41666667,0.25
844,0.118183,0.02,0.10724,0.12,I,2.5,1,30.41666667,0.25
845,0.118183,0.02,0.16149,0.09851,I,2.5,1,30.41666667,0.25
846,0.118183,0.02,0.16149,0.09851,I,2.5,1,30.41666667,0.25
847,0.118183,0.02,0.16149,0.09851,I,2.5,1,30.41666667,0.25
848,0.118183,0.02,0.16149,0.09851,I,2.5,1,30.41666667,0.25
849,0.118183,0.02,0.1836,0.08,I,2.5,1,30.41666667,0.25
850,0.118183,0.02,0.1836,0.08,I,2.5,1,30.41666667,0.25
851,0.118183,0.02,0.1836,0.08,I,2.5,1,30.41666667,0.25
852,0.118183,0.02,0.1836,0.08,I,2.5,1,30.41666667,0.25
853,0.118183,0.02,0.13851,0.12,I,2.5,1,30.41666667,0.25
854,0.118183,0.02,0.13851,0.12,I,2.5,1,30.41666667,0.25
855,0.118183,0.02,0.13851,0.12,I,2.5,1,30.41666667,0.25
856,0.118183,0.02,0.13851,0.12,I,2.5,1,30.41666667,0.25
857,0.118183,0.02,0.12422,0.12,I,2.5,1,30.41666667,0.25
858,0.118183,0.02,0.12422,0.12,I,2.5,1,30.41666667,0.25
859,0.118183,0.02,0.12422,0.12,I,2.5,1,30.41666667,0.25
860,0.118183,0.02,0.12422,0.12,I,2.5,1,30.41666667,0.25
861,0.118183,0.02,0.10563,0.12,I,2.5,1,30.41666667,0.25
862,0.118183,0.02,0.10563,0.12,I,2.5,1,30.41666667,0.25
863,0.118183,0.02,0.10563,0.12,I,2.5,1,30.41666667,0.25
864,0.118183,0.02,0.10563,0.12,I,2.5,1,30.41666667,0.25
865,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
866,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
867,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
868,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
869,0.117745,0.02,0.08929,0.12,J,2.5,1,30.41666667,0.25
870,0.117745,0.02,0.08929,0.12,J,2.5,1,30.41666667,0.25
871,0.117745,0.02,0.08929,0.12,J,2.5,1,30.41666667,0.25
872,0.117745,0.02,0.08929,0.12,J,2.5,1,30.41666667,0.25
873,0.117745,0.02,0.08932,0.12,J,2.5,1,30.41666667,0.25
874,0.117745,0.02,0.08932,0.12,J,2.5,1,30.41666667,0.25
875,0.117745,0.02,0.08932,0.12,J,2.5,1,30.41666667,0.25
876,0.117745,0.02,0.08932,0.12,J,2.5,1,30.41666667,0.25
877,0.117745,0.02,0.0893,0.12,J,2.5,1,30.41666667,0.25
878,0.117745,0.02,0.0893,0.12,J,2.5,1,30.41666667,0.25
879,0.117745,0.02,0.0893,0.12,J,2.5,1,30.41666667,0.25
880,0.117745,0.02,0.0893,0.12,J,2.5,1,30.41666667,0.25
881,0.117745,0.02,0.103,0.12,J,2.5,1,30.41666667,0.25
882,0.117745,0.02,0.103,0.12,J,2.5,1,30.41666667,0.25
883,0.117745,0.02,0.103,0.12,J,2.5,1,30.41666667,0.25
884,0.117745,0.02,0.103,0.12,J,2.5,1,30.41666667,0.25
885,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
886,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
887,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
888,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
889,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
890,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
891,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
892,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
893,0.117745,0.02,0.16182,0.09818,J,2.5,1,30.41666667,0.25
894,0.117745,0.02,0.16182,0.09818,J,2.5,1,30.41666667,0.25
895,0.117745,0.02,0.16182,0.09818,J,2.5,1,30.41666667,0.25
896,0.117745,0.02,0.16182,0.09818,J,2.5,1,30.41666667,0.25
897,0.117745,0.02,0.15324,0.10676,J,2.5,1,30.41666667,0.25
898,0.117745,0.02,0.15324,0.10676,J,2.5,1,30.41666667,0.25
899,0.117745,0.02,0.15324,0.10676,J,2.5,1,30.41666667,0.25
900,0.117745,0.02,0.15324,0.10676,J,2.5,1,30.41666667,0.25
901,0.117745,0.02,0.1127,0.12,J,2.5,1,30.41666667,0.25
902,0.117745,0.02,0.1127,0.12,J,2.5,1,30.41666667,0.25
903,0.117745,0.02,0.1127,0.12,J,2.5,1,30.41666667,0.25
904,0.117745,0.02,0.1127,0.12,J,2.5,1,30.41666667,0.25
905,0.117745,0.02,0.10173,0.12,J,2.5,1,30.41666667,0.25
906,0.117745,0.02,0.10173,0.12,J,2.5,1,30.41666667,0.25
907,0.117745,0.02,0.10173,0.12,J,2.5,1,30.41666667,0.25
908,0.117745,0.02,0.10173,0.12,J,2.5,1,30.41666667,0.25
909,0.117745,0.02,0.0918,0.12,J,2.5,1,30.41666667,0.25
910,0.117745,0.02,0.0918,0.12,J,2.5,1,30.41666667,0.25
911,0.117745,0.02,0.0918,0.12,J,2.5,1,30.41666667,0.25
912,0.117745,0.02,0.0918,0.12,J,2.5,1,30.41666667,0.25
913,0.117745,0.02,0.07847,0.12,J,2.5,1,30.41666667,0.25
914,0.117745,0.02,0.07847,0.12,J,2.5,1,30.41666667,0.25
915,0.117745,0.02,0.07847,0.12,J,2.5,1,30.41666667,0.25
916,0.117745,0.02,0.07847,0.12,J,2.5,1,30.41666667,0.25
917,0.117745,0.02,0.07214,0.12,J,2.5,1,30.41666667,0.25
918,0.117745,0.02,0.07214,0.12,J,2.5,1,30.41666667,0.25
919,0.117745,0.02,0.07214,0.12,J,2.5,1,30.41666667,0.25
920,0.117745,0.02,0.07214,0.12,J,2.5,1,30.41666667,0.25
921,0.117745,0.02,0.09007,0.12,J,2.5,1,30.41666667,0.25
922,0.117745,0.02,0.09007,0.12,J,2.5,1,30.41666667,0.25
923,0.117745,0.02,0.09007,0.12,J,2.5,1,30.41666667,0.25
924,0.117745,0.02,0.09007,0.12,J,2.5,1,30.41666667,0.25
925,0.117745,0.02,0.09759,0.12,J,2.5,1,30.41666667,0.25
926,0.117745,0.02,0.09759,0.12,J,2.5,1,30.41666667,0.25
927,0.117745,0.02,0.09759,0.12,J,2.5,1,30.41666667,0.25
928,0.117745,0.02,0.09759,0.12,J,2.5,1,30.41666667,0.25
929,0.117745,0.02,0.10712,0.12,J,2.5,1,30.41666667,0.25
930,0.117745,0.02,0.10712,0.12,J,2.5,1,30.41666667,0.25
931,0.117745,0.02,0.10712,0.12,J,2.5,1,30.41666667,0.25
932,0.117745,0.02,0.10712,0.12,J,2.5,1,30.41666667,0.25
933,0.117745,0.02,0.14,0.12,J,2.5,1,30.41666667,0.25
934,0.117745,0.02,0.14,0.12,J,2.5,1,30.41666667,0.25
935,0.117745,0.02,0.14,0.12,J,2.5,1,30.41666667,0.25
936,0.117745,0.02,0.14,0.12,J,2.5,1,30.41666667,0.25
937,0.117745,0.02,0.191,0.08,J,2.5,1,30.41666667,0.25
938,0.117745,0.02,0.191,0.08,J,2.5,1,30.41666667,0.25
939,0.117745,0.02,0.191,0.08,J,2.5,1,30.41666667,0.25
940,0.117745,0.02,0.191,0.08,J,2.5,1,30.41666667,0.25
941,0.117745,0.02,0.2,0.08,J,2.5,1,30.41666667,0.25
942,0.117745,0.02,0.2,0.08,J,2.5,1,30.41666667,0.25
943,0.117745,0.02,0.2,0.08,J,2.5,1,30.41666667,0.25
944,0.117745,0.02,0.2,0.08,J,2.5,1,30.41666667,0.25
945,0.117745,0.02,0.13937,0.12,J,2.5,1,30.41666667,0.25
946,0.117745,0.02,0.13937,0.12,J,2.5,1,30.41666667,0.25
947,0.117745,0.02,0.13937,0.12,J,2.5,1,30.41666667,0.25
948,0.117745,0.02,0.13937,0.12,J,2.5,1,30.41666667,0.25
949,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
950,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
951,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
952,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
953,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
954,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
955,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
956,0.117745,0.02,0.118,0.12,J,2.5,1,30.41666667,0.25
957,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
958,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
959,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
960,0.117745,0.02,0.11,0.12,J,2.5,1,30.41666667,0.25
961,0.131946,0.02,0.1212,0.12,K,2.5,1,30.41666667,0.25
962,0.131946,0.02,0.1212,0.12,K,2.5,1,30.41666667,0.25
963,0.131946,0.02,0.1212,0.12,K,2.5,1,30.41666667,0.25
964,0.131946,0.02,0.1212,0.12,K,2.5,1,30.41666667,0.25
965,0.131946,0.02,0.11278,0.12,K,2.5,1,30.41666667,0.25
966,0.131946,0.02,0.11278,0.12,K,2.5,1,30.41666667,0.25
967,0.131946,0.02,0.11278,0.12,K,2.5,1,30.41666667,0.25
968,0.131946,0.02,0.11278,0.12,K,2.5,1,30.41666667,0.25
969,0.131946,0.02,0.1101,0.12,K,2.5,1,30.41666667,0.25
970,0.131946,0.02,0.1101,0.12,K,2.5,1,30.41666667,0.25
971,0.131946,0.02,0.1101,0.12,K,2.5,1,30.41666667,0.25
972,0.131946,0.02,0.1101,0.12,K,2.5,1,30.41666667,0.25
973,0.131946,0.02,0.10826,0.12,K,2.5,1,30.41666667,0.25
974,0.131946,0.02,0.10826,0.12,K,2.5,1,30.41666667,0.25
975,0.131946,0.02,0.10826,0.12,K,2.5,1,30.41666667,0.25
976,0.131946,0.02,0.10826,0.12,K,2.5,1,30.41666667,0.25
977,0.131946,0.02,0.10973,0.12,K,2.5,1,30.41666667,0.25
978,0.131946,0.02,0.10973,0.12,K,2.5,1,30.41666667,0.25
979,0.131946,0.02,0.10973,0.12,K,2.5,1,30.41666667,0.25
980,0.131946,0.02,0.10973,0.12,K,2.5,1,30.41666667,0.25
981,0.131946,0.02,0.1136,0.12,K,2.5,1,30.41666667,0.25
982,0.131946,0.02,0.1136,0.12,K,2.5,1,30.41666667,0.25
983,0.131946,0.02,0.1136,0.12,K,2.5,1,30.41666667,0.25
984,0.131946,0.02,0.1136,0.12,K,2.5,1,30.41666667,0.25
985,0.131946,0.02,0.1379,0.12,K,2.5,1,30.41666667,0.25
986,0.131946,0.02,0.1379,0.12,K,2.5,1,30.41666667,0.25
987,0.131946,0.02,0.1379,0.12,K,2.5,1,30.41666667,0.25
988,0.131946,0.02,0.1379,0.12,K,2.5,1,30.41666667,0.25
989,0.131946,0.02,0.16,0.1,K,2.5,1,30.41666667,0.25
990,0.131946,0.02,0.16,0.1,K,2.5,1,30.41666667,0.25
991,0.131946,0.02,0.16,0.1,K,2.5,1,30.41666667,0.25
992,0.131946,0.02,0.16,0.1,K,2.5,1,30.41666667,0.25
993,0.131946,0.02,0.165,0.095,K,2.5,1,30.41666667,0.25
994,0.131946,0.02,0.165,0.095,K,2.5,1,30.41666667,0.25
995,0.131946,0.02,0.165,0.095,K,2.5,1,30.41666667,0.25
996,0.131946,0.02,0.165,0.095,K,2.5,1,30.41666667,0.25
997,0.131946,0.02,0.14506,0.11494,K,2.5,1,30.41666667,0.25
998,0.131946,0.02,0.14506,0.11494,K,2.5,1,30.41666667,0.25
999,0.131946,0.02,0.14506,0.11494,K,2.5,1,30.41666667,0.25
1000,0.131946,0.02,0.14506,0.11494,K,2.5,1,30.41666667,0.25
1001,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1002,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1003,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1004,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1005,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1006,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1007,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1008,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1009,0.131946,0.02,0.11615,0.12,K,2.5,1,30.41666667,0.25
1010,0.131946,0.02,0.11615,0.12,K,2.5,1,30.41666667,0.25
1011,0.131946,0.02,0.11615,0.12,K,2.5,1,30.41666667,0.25
1012,0.131946,0.02,0.11615,0.12,K,2.5,1,30.41666667,0.25
1013,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1014,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1015,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1016,0.131946,0.02,0.118,0.12,K,2.5,1,30.41666667,0.25
1017,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1018,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1019,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1020,0.131946,0.02,0.126,0.12,K,2.5,1,30.41666667,0.25
1021,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1022,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1023,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1024,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1025,0.131946,0.02,0.15055,0.10945,K,2.5,1,30.41666667,0.25
1026,0.131946,0.02,0.15055,0.10945,K,2.5,1,30.41666667,0.25
1027,0.131946,0.02,0.15055,0.10945,K,2.5,1,30.41666667,0.25
1028,0.131946,0.02,0.15055,0.10945,K,2.5,1,30.41666667,0.25
1029,0.131946,0.02,0.1608,0.0992,K,2.5,1,30.41666667,0.25
1030,0.131946,0.02,0.1608,0.0992,K,2.5,1,30.41666667,0.25
1031,0.131946,0.02,0.1608,0.0992,K,2.5,1,30.41666667,0.25
1032,0.131946,0.02,0.1608,0.0992,K,2.5,1,30.41666667,0.25
1033,0.131946,0.02,0.16115,0.09885,K,2.5,1,30.41666667,0.25
1034,0.131946,0.02,0.16115,0.09885,K,2.5,1,30.41666667,0.25
1035,0.131946,0.02,0.16115,0.09885,K,2.5,1,30.41666667,0.25
1036,0.131946,0.02,0.16115,0.09885,K,2.5,1,30.41666667,0.25
1037,0.131946,0.02,0.16195,0.09805,K,2.5,1,30.41666667,0.25
1038,0.131946,0.02,0.16195,0.09805,K,2.5,1,30.41666667,0.25
1039,0.131946,0.02,0.16195,0.09805,K,2.5,1,30.41666667,0.25
1040,0.131946,0.02,0.16195,0.09805,K,2.5,1,30.41666667,0.25
1041,0.131946,0.02,0.15,0.11,K,2.5,1,30.41666667,0.25
1042,0.131946,0.02,0.15,0.11,K,2.5,1,30.41666667,0.25
1043,0.131946,0.02,0.15,0.11,K,2.5,1,30.41666667,0.25
1044,0.131946,0.02,0.15,0.11,K,2.5,1,30.41666667,0.25
1045,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1046,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1047,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1048,0.131946,0.02,0.14022,0.11978,K,2.5,1,30.41666667,0.25
1049,0.131946,0.02,0.134,0.12,K,2.5,1,30.41666667,0.25
1050,0.131946,0.02,0.134,0.12,K,2.5,1,30.41666667,0.25
1051,0.131946,0.02,0.134,0.12,K,2.5,1,30.41666667,0.25
1052,0.131946,0.02,0.134,0.12,K,2.5,1,30.41666667,0.25
1053,0.131946,0.02,0.12597,0.12,K,2.5,1,30.41666667,0.25
1054,0.131946,0.02,0.12597,0.12,K,2.5,1,30.41666667,0.25
1055,0.131946,0.02,0.12597,0.12,K,2.5,1,30.41666667,0.25
1056,0.131946,0.02,0.12597,0.12,K,2.5,1,30.41666667,0.25
1057,0.136122,0.02,0.11496,0.12,L,2.5,1,30.41666667,0.25
1058,0.136122,0.02,0.11496,0.12,L,2.5,1,30.41666667,0.25
1059,0.136122,0.02,0.11496,0.12,L,2.5,1,30.41666667,0.25
1060,0.136122,0.02,0.11496,0.12,L,2.5,1,30.41666667,0.25
1061,0.136122,0.02,0.0993,0.12,L,2.5,1,30.41666667,0.25
1062,0.136122,0.02,0.0993,0.12,L,2.5,1,30.41666667,0.25
1063,0.136122,0.02,0.0993,0.12,L,2.5,1,30.41666667,0.25
1064,0.136122,0.02,0.0993,0.12,L,2.5,1,30.41666667,0.25
1065,0.136122,0.02,0.09816,0.12,L,2.5,1,30.41666667,0.25
1066,0.136122,0.02,0.09816,0.12,L,2.5,1,30.41666667,0.25
1067,0.136122,0.02,0.09816,0.12,L,2.5,1,30.41666667,0.25
1068,0.136122,0.02,0.09816,0.12,L,2.5,1,30.41666667,0.25
1069,0.136122,0.02,0.09711,0.12,L,2.5,1,30.41666667,0.25
1070,0.136122,0.02,0.09711,0.12,L,2.5,1,30.41666667,0.25
1071,0.136122,0.02,0.09711,0.12,L,2.5,1,30.41666667,0.25
1072,0.136122,0.02,0.09711,0.12,L,2.5,1,30.41666667,0.25
1073,0.136122,0.02,0.0976,0.12,L,2.5,1,30.41666667,0.25
1074,0.136122,0.02,0.0976,0.12,L,2.5,1,30.41666667,0.25
1075,0.136122,0.02,0.0976,0.12,L,2.5,1,30.41666667,0.25
1076,0.136122,0.02,0.0976,0.12,L,2.5,1,30.41666667,0.25
1077,0.136122,0.02,0.0987,0.12,L,2.5,1,30.41666667,0.25
1078,0.136122,0.02,0.0987,0.12,L,2.5,1,30.41666667,0.25
1079,0.136122,0.02,0.0987,0.12,L,2.5,1,30.41666667,0.25
1080,0.136122,0.02,0.0987,0.12,L,2.5,1,30.41666667,0.25
1081,0.136122,0.02,0.11149,0.12,L,2.5,1,30.41666667,0.25
1082,0.136122,0.02,0.11149,0.12,L,2.5,1,30.41666667,0.25
1083,0.136122,0.02,0.11149,0.12,L,2.5,1,30.41666667,0.25
1084,0.136122,0.02,0.11149,0.12,L,2.5,1,30.41666667,0.25
1085,0.136122,0.02,0.12228,0.12,L,2.5,1,30.41666667,0.25
1086,0.136122,0.02,0.12228,0.12,L,2.5,1,30.41666667,0.25
1087,0.136122,0.02,0.12228,0.12,L,2.5,1,30.41666667,0.25
1088,0.136122,0.02,0.12228,0.12,L,2.5,1,30.41666667,0.25
1089,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1090,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1091,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1092,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1093,0.136122,0.02,0.12087,0.12,L,2.5,1,30.41666667,0.25
1094,0.136122,0.02,0.12087,0.12,L,2.5,1,30.41666667,0.25
1095,0.136122,0.02,0.12087,0.12,L,2.5,1,30.41666667,0.25
1096,0.136122,0.02,0.12087,0.12,L,2.5,1,30.41666667,0.25
1097,0.136122,0.02,0.11912,0.12,L,2.5,1,30.41666667,0.25
1098,0.136122,0.02,0.11912,0.12,L,2.5,1,30.41666667,0.25
1099,0.136122,0.02,0.11912,0.12,L,2.5,1,30.41666667,0.25
1100,0.136122,0.02,0.11912,0.12,L,2.5,1,30.41666667,0.25
